id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,target
346,A,F,Q,A,G,BI,A,AS,AG,A,HK,B,A,B,B,D,B,D,D,0.5215585296564796,0.7105742147943447,0.6886020977662051,0.6397324269323679,0.4758323911918793,0.7967420551954929,0.750176449762011,0.4232265959247321,0.6706634197109985,0.9344660371846192,0.5251944945392704,1
347,A,B,D,A,F,AB,C,U,K,A,GC,A,A,A,B,B,D,D,B,0.6798254766918166,0.4683542039073021,0.4672270610893578,0.6559754896276649,0.2235377503334476,0.4876068508091311,0.2009461449567896,0.3645365090429528,0.3894549762260979,0.562363367751151,0.2661716787403331,0
350,A,K,A,A,E,BI,A,AF,BM,C,DJ,A,B,A,A,D,D,D,B,0.30783109550764604,0.33573549005276176,0.3756857318751601,0.5946722972960025,0.3851998888297487,0.679187699007359,0.4669346465279301,0.3907059057951434,0.3827066841754848,0.35354650218668104,0.3216893571137837,0
353,A,I,A,D,E,BI,A,E,L,E,LM,A,A,A,B,B,D,D,B,0.9354810901557362,0.7613744660088112,0.8256871532567702,0.8663212714209286,0.7739915600214612,0.5543411555271591,0.14891698279314827,0.9464302148470768,0.5276261585287999,0.8045222625246402,0.9565703495445992,0
355,B,I,A,A,F,BI,A,AN,AT,E,GS,A,B,A,A,B,D,D,B,0.4156305906121851,0.5917963934149896,0.7623634967656225,0.2645360743374912,0.6672633052512851,0.4230554105725984,0.612709685043839,0.5066167814262013,0.5747501547498516,0.26858397664198264,0.3920765063992407,0
356,A,I,A,D,E,BI,C,AN,AD,A,LM,A,A,A,A,B,D,D,B,0.26632502844273204,0.2391061482500731,0.3633153714272828,0.273506275044613,0.2972915634688588,0.2855179244831569,0.4304607975688593,0.2151878522351935,0.29713749503701337,0.4967649735262958,0.2962966856498128,0
359,A,F,A,A,F,BI,A,K,H,C,HB,A,A,A,A,B,D,D,B,0.7226355598710935,0.7575421587487582,0.7778870891670056,0.8440262625229007,0.6773718542183013,0.5545719441021117,0.5942238567035408,0.7711517179174145,0.9794986530916244,0.82363693554351,0.5884291203407532,0
361,A,I,A,A,E,AB,A,U,AE,A,GS,A,A,A,B,B,D,D,B,0.4955602232941596,0.21700502828743573,0.4329425234276546,0.3270220772926493,0.3061224045474312,0.359064739181682,0.6718200073416031,0.3390196312262981,0.34326719562300434,0.2749932191611486,0.40423259594544586,0
363,A,K,A,A,D,BI,A,J,Y,F,LY,A,B,A,B,B,D,D,B,0.733261249909427,0.785186746848976,0.7851608194769513,0.5846476940265962,0.4894022402108992,0.11778521883468684,0.13062970346077662,0.5526647828275735,0.6165113587023365,0.4623574715732044,0.5141805895673756,0
364,B,I,C,B,T,BI,C,AK,I,A,HX,A,A,A,A,D,D,D,B,0.5776363145287525,0.4505604153168389,0.4581006628098116,0.5920173653225651,0.4796082032912169,0.1363254427064453,0.25082899239536177,0.5324835128009587,0.4186668438535859,0.9409289871075311,0.5277412695840219,0
368,A,A,C,A,F,AB,C,AH,AY,A,DJ,A,A,A,A,B,D,D,B,0.2636892391156153,0.4231261871970637,0.4775854018386544,0.27523315217080163,0.3036615923680733,0.3565538163073246,0.7402888065033721,0.3363228301057201,0.3181641612511991,0.30859549327643393,0.392821274539938,0
370,A,I,A,A,E,BI,A,Y,L,A,LN,A,A,A,B,B,D,D,B,0.9559764709328922,0.7086927732103024,0.8122759427672441,0.8302170576067691,0.6648722053229855,0.5547009810725806,0.25067282164950666,0.8584939233036959,0.5532082099199068,0.7198872715844991,0.9394288802225004,0
371,A,I,C,A,D,AB,C,AH,X,A,DC,A,A,A,B,B,D,D,B,0.3445839192162352,0.2461206267508137,0.4506042626407744,0.2802470064089971,0.24382799614929396,0.2566292472786642,0.4177440105412849,0.29429129814622484,0.3697204297550582,0.4855162380242682,0.3145222432104454,0
372,A,H,C,B,E,BI,G,AS,BM,A,CK,B,A,A,A,B,B,C,D,0.3540299955349327,0.2999444225972075,0.35204159344292,0.6042271973339493,0.6952725000341533,0.7364291182060535,0.4701909730984247,0.4303289252822428,0.41693442386396506,0.30404240313826714,0.3458977269594337,0
374,B,I,A,A,F,AB,M,AH,AK,A,DC,A,A,A,A,A,D,D,B,0.3080303317808439,0.4500170341738965,0.4692098213430903,0.3089211992560902,0.2524824523660996,0.6796887958347091,0.488000629521473,0.33729821326498244,0.3683099582466741,0.5639259513147065,0.4477577373203652,0
376,A,I,A,A,J,BI,A,AH,H,A,HB,A,A,A,A,B,D,D,B,0.3202726257988591,0.9342680633720358,0.4651487110359796,0.15017219850136446,0.2403094375317479,0.6202195754548335,0.9468181451129876,0.5493900308648886,0.9020662507030722,0.35130468301781714,0.4071721765289304,1
378,A,L,F,A,H,BI,A,AS,H,A,HK,B,A,B,B,D,B,C,D,0.5557773529307808,0.8193821017132527,0.7139557714672568,0.2809558340994773,0.2956770196760111,0.7913302904253983,0.7635866810155746,0.3709277979602116,0.6742542491294031,0.5763821744506803,0.4511532246978432,1
379,A,K,A,A,F,BI,A,AS,BM,A,HK,A,A,A,A,B,D,D,B,0.2601245986923721,0.7012675065579647,0.7018008070444035,0.5715476207099691,0.8287928688474868,0.8086020165105475,0.6343442054667908,0.3547737957335177,0.4635269077709654,0.3572777756366115,0.31880763674706525,0
381,A,L,O,A,I,BI,A,AO,H,A,HV,A,A,A,A,D,B,D,B,0.2721344121718187,0.4270498921682481,0.448710378754712,0.6001226817967681,0.4641012779456586,0.8072428596022343,0.9431840923701648,0.35467744161664433,0.7837332387523629,0.362314024516528,0.3625851457016069,1
382,A,H,A,C,E,AB,F,E,BM,A,CK,B,A,A,B,D,B,B,C,0.3389982692917879,0.2550277823518563,0.19625309852085465,0.3867205981454129,0.7976232945776369,0.15554023948763748,0.6853273198101405,0.2946065648413534,0.2540167769282167,0.27674491898534004,0.3320967267844117,0
383,A,M,A,A,E,BI,C,AS,BM,E,C,A,A,A,A,B,D,D,B,0.29815402886335385,0.2586530863806595,0.30721117053240515,0.3271527331172241,0.725522003012514,0.7371213192136599,0.6027553958259351,0.307985445189473,0.35299214636749443,0.7732660252784571,0.4416822771834081,0
385,A,K,A,A,F,BI,I,E,AU,F,CS,A,B,A,A,D,D,B,B,0.3832750077262851,0.6265419014994501,0.6227762273392318,0.5512542803133474,0.8230756069588592,0.6216860464904335,0.5930064973888868,0.5483030962049096,0.8197166989620626,0.4755640382628317,0.3816693427998107,0
386,A,F,C,B,G,BI,G,AS,AT,A,MD,A,A,A,A,D,B,D,D,0.5239562274292631,0.9598127115274464,0.907169220803738,0.13342885608566524,0.7094230530527931,0.6798510579125071,0.6119840202100182,0.4416560311787862,0.6441110678025714,0.34624076481778315,0.5458147980452225,0
387,B,I,A,B,E,BI,C,AP,BM,C,EK,A,A,A,A,B,D,D,B,0.4709146999639786,0.3474678255242221,0.5843113834122652,0.5562624628037071,0.7664842428336875,0.2427964729151763,0.5679447222171505,0.3886972643979204,0.36324069183658536,0.2932131635790071,0.3749586130439825,0
389,A,L,A,B,E,BI,A,AI,AT,A,DP,A,A,A,B,B,D,B,B,0.3956199785147331,0.3552302008814621,0.4007639846953192,0.6135864157020667,0.29446178711433096,0.8117282011800294,0.6199071132577475,0.5141702556261238,0.4334401622844179,0.4862866215059408,0.4438423207766734,0
390,A,L,O,A,F,BI,A,E,AF,A,IE,B,A,B,B,D,B,D,B,0.6253446260796008,0.4608477329496987,0.8748829307955341,0.6975381600718512,0.788951507349893,0.04628520510947996,0.2035700950098427,0.7693199545013422,0.6045390800353424,0.611006411900326,0.6767435937382986,1
392,A,M,A,A,F,BI,C,AH,AT,I,DP,A,B,A,B,B,B,D,B,0.48814503665112896,0.3362166201650854,0.36641674863894175,0.2673947984104066,0.22291102155732087,0.7353025258487906,0.5650650770571131,0.3488736048126567,0.3941465576446127,0.4029297046334424,0.3520932791019942,1
393,A,L,Q,A,F,BI,C,AH,BN,A,DJ,B,A,A,B,D,B,D,B,0.4869937893205871,0.5023947393714644,0.4663854581788992,0.09608497905095263,0.2222701803545664,0.7695673650388857,0.7518168892084005,0.3609067678355983,0.35906969231558794,0.3148001283520129,0.4295820816453575,1
394,A,K,A,A,E,BI,C,AN,AE,J,HK,A,B,A,B,B,D,B,B,0.6410773133201174,0.6417115659727769,0.5098559039226684,0.6589539601181924,0.6820480412621527,0.6210511683825101,0.5512577740295175,0.721031045066638,0.5279854492763982,0.2883997220405596,0.6166161860880827,1
395,B,G,A,A,F,BI,O,AG,Q,A,KC,A,A,A,B,D,D,D,B,0.3182809652159492,0.7025609393634005,0.7221732550814963,0.3452706280235158,0.8130523838322196,0.8043691510705677,0.6913729720558526,0.3038361499593802,0.7997928928716489,0.5097464738990413,0.40152222615238775,1
396,B,I,A,A,E,BI,C,E,BM,A,CR,A,B,A,A,B,D,D,B,0.2784246981234405,0.2722570985454761,0.3195197500875971,0.3436639945442103,0.7998694700325804,0.5551832441715958,0.5664549391421658,0.2339164428941629,0.2786688404291557,0.5796547188305801,0.3368207897763629,0
398,A,I,C,A,D,AB,A,AH,BC,A,IE,A,A,A,A,B,D,D,B,0.2230521210453125,0.16185642479482906,0.42637952662430667,0.20495190309518094,0.2294147079140184,0.6805396808908113,0.4296397991287265,0.3159160952673215,0.3483152254640395,0.23640729893836945,0.40753266850196657,0
399,A,K,A,A,F,BI,I,E,AU,F,G,A,B,A,B,B,D,D,B,0.3486829297667586,0.9054002952200332,0.9024511456804254,0.5596350014324705,0.8400766971992341,0.6225277031083288,0.6263636030490571,0.4860133694800667,0.6955555414508198,0.4551016405462254,0.3945179456308655,1
400,A,N,A,A,E,BI,G,N,S,A,JA,A,A,A,A,B,D,D,B,0.6437760825249219,0.3336319452492854,0.3147716935683956,0.3126696811076702,0.5951876483151624,0.2766767496161606,0.5642881893580615,0.5164496948871122,0.39444281324611136,0.3441350122998752,0.3818788080002161,0
401,A,N,A,B,F,BI,A,E,AD,A,IG,A,A,A,B,B,D,B,B,0.7274440824249987,0.7101016572467831,0.9353411737694096,0.6741565454010605,0.7984684954403992,0.35563464717523696,0.7310644600589465,0.5115056640771999,0.7477507858651892,0.5051531803671375,0.8082301953927798,1
402,A,M,C,A,G,BI,G,E,AT,A,GS,A,A,A,A,D,B,C,C,0.3664504471379176,0.581213884514406,0.6236818934776027,0.22205447758530614,0.7694769777520567,0.7951346519184751,0.6176234376680896,0.3861162856751424,0.8270872748553725,0.4795437567544998,0.545199605855327,1
406,A,I,M,A,E,AB,C,AH,X,A,DC,A,A,A,B,B,B,D,B,0.6410681558004682,0.3252831915924012,0.31843395235486915,0.6367361305965121,0.2415384843146087,0.0455902928015698,0.4138358342245741,0.38537242807622096,0.3310720074332447,0.3323253331540848,0.3402235745366723,1
407,B,A,A,A,F,BI,A,R,BM,A,HK,A,A,A,A,B,D,D,B,0.21722739205873745,0.518348182579391,0.6149932521436595,0.5643770397377559,0.2869258613316141,0.6806696775236554,0.6591848586533479,0.27136751388656755,0.34076011254405497,0.3384924358662991,0.3060314876328448,0
413,A,K,A,A,E,BI,C,AF,AS,I,CR,A,B,A,A,A,D,D,B,0.344559831766269,0.3538842464245339,0.2765007115374452,0.3367851554343809,0.22398721057137172,0.7341160835901531,0.5866895258713697,0.4610020556267,0.456852248259743,0.5530817316341663,0.3268019818803974,0
415,A,F,A,B,F,BI,A,J,I,A,KW,A,A,A,A,B,D,D,B,0.8453944298124889,0.6199385609012973,0.6229946667418336,0.7496854569105852,0.6127548200434113,0.5563226293315237,0.2421826354042896,0.7574137771037118,0.7297928908488118,0.3346764922200386,0.3962789784996655,0
416,A,F,A,B,E,AB,A,AH,I,A,HX,A,B,A,A,B,D,D,B,0.6893344270346841,0.4205181244349456,0.4736047191837486,0.2171521642571161,0.2466885507136013,0.03709214445826165,0.11353136893687794,0.4523385133544131,0.4082801130859489,0.3189681693434229,0.5784435155859201,0
417,B,I,A,C,E,BI,C,AP,AE,C,EK,A,A,A,A,B,D,D,B,0.5442817599676838,0.4290091947255607,0.5018139035767339,0.3438239916108091,0.6754493805541236,0.6813387226918552,0.3503977291631154,0.3884097947683195,0.3593252219256843,0.2784994880064162,0.4710016654211477,0
418,A,H,J,A,E,BI,C,J,AD,C,LB,A,A,A,A,D,B,D,B,0.4149865206633783,0.32542487636905065,0.36427502549476737,0.2688022905635247,0.2117068004703821,0.2737549169905242,0.19040006620161354,0.35044590814617993,0.37237144387223975,0.3080561584557874,0.3971102962541609,0
419,A,L,J,F,F,BI,C,AN,Y,A,HV,B,A,A,A,D,B,D,D,0.38959423428793705,0.4679750737754471,0.4620011970052579,0.577815871768548,0.2941761657730957,0.4871803765577237,0.2339923916559914,0.4757427338660137,0.6816314878248967,0.2520104356424123,0.4236634511924679,1
421,B,A,D,A,F,BI,A,AS,BM,A,HK,A,A,A,A,B,D,B,B,0.3129150648398924,0.5505471299783268,0.6272835614005271,0.6644888111663327,0.38416802998122535,0.6786963502886905,0.5014172234872996,0.3573654601830885,0.31240022887765984,0.31094473810691703,0.3180592581833477,0
423,A,L,C,A,E,BI,C,AK,Y,F,CR,B,B,A,A,B,D,D,B,0.2827946084700092,0.3433864537305194,0.3345279283592062,0.5551114994957422,0.23020255551031515,0.7375554562893485,0.5719406627499243,0.3771964245487219,0.3636199393850797,0.5016035456339432,0.3152048981562344,0
424,A,F,G,B,G,BI,A,S,L,A,HQ,A,A,A,B,B,D,C,B,0.9492572044153964,0.7210506213339268,0.7772492010104068,0.8370878455592103,0.6811507238185125,0.555056161642187,0.2780173674373546,0.7597960334972292,0.5918226886667448,0.9453242098369063,0.944892336886379,0
426,A,B,M,A,H,BI,E,AL,H,A,CU,A,A,A,B,D,B,D,B,0.5245010209921452,0.8605381608570322,0.7921198566369136,0.2465036558905713,0.2172747803462073,0.7754519683620529,0.8384310328935273,0.5730624939142394,0.9889407695905138,0.5299640156157585,0.3251360912582619,1
427,B,I,C,A,F,AB,C,AN,BJ,A,DP,A,A,A,B,B,D,D,B,0.1397856084120176,0.21205778425221025,0.24245511795384195,0.3689022631222048,0.30190078314468105,0.20413814344611628,0.377380843702932,0.2288388045895171,0.2826585580143308,0.2593662298368219,0.34279093093712426,0
430,A,K,A,A,F,BI,C,F,Y,I,LY,A,B,A,B,D,B,D,B,0.9403670835409488,0.5508218732486654,0.7707727693773666,0.8578002680158627,0.8144652691397042,0.13017327538933535,0.1214292901957028,0.9413986434322564,0.6963707966790471,0.8214416245165232,0.9230334789319856,1
432,B,I,C,A,D,BI,C,AA,BM,A,CR,A,A,A,A,B,D,B,B,0.33018841196158394,0.1786719265280187,0.2280254979771218,0.40448482421766174,0.19989736649123047,0.7352331533778204,0.5507469055189363,0.2524025564033495,0.31683989102714194,0.4250907083892568,0.3375833241741644,0
433,B,I,A,A,E,BI,C,AO,AS,J,CR,A,B,A,A,B,D,D,B,0.3358171770380075,0.3832821963351274,0.3039255136375563,0.5843767485413741,0.2275184262389835,0.5559941631467612,0.5784274174759493,0.4360628227909269,0.4013275424166665,0.591281488203215,0.3168943698912909,0
434,A,L,C,A,F,BI,C,A,AE,A,DP,A,A,A,B,A,D,D,B,0.3053436163921925,0.333401522688455,0.3186360989161572,0.556628789679448,0.29652217828764577,0.7943742175839027,0.5325176915462854,0.3519212788096387,0.486414549842822,0.30836015628082597,0.38182024315875546,0
435,A,H,A,B,F,BI,A,AN,I,A,GC,A,A,A,B,D,B,D,C,0.5547622494761209,0.4727737921058112,0.4790292191653674,0.2884036468347888,0.4643014096132065,0.3579039573609157,0.8240938353389891,0.6347976125059533,0.5572391839882015,0.4822175490875392,0.4511527457625452,0
436,B,I,A,B,D,BI,A,AN,BM,E,CR,A,A,A,A,B,D,D,B,0.24935444996668904,0.3566064804185824,0.29670287770136144,0.5690703113408587,0.2320398438963743,0.02778164227710389,0.4320413111337037,0.3414201664347408,0.4529158318072949,0.2813089272410178,0.29076356443311685,0
439,A,F,Q,B,H,BI,A,J,BD,A,HK,B,A,B,B,D,B,C,D,0.4007240444037741,0.7842050374547443,0.7947859365282228,0.5915706276490064,0.687180687107684,0.7814699462380461,0.6978024723887112,0.6981990127580442,0.6977417297284212,0.926535153172622,0.5117135213195471,1
440,A,K,A,B,E,BI,D,E,AU,F,CS,A,B,A,A,B,D,C,B,0.40348195317847735,0.6079955472545531,0.5605952475962642,0.2667543038831304,0.7946508635562678,0.4925082270338602,0.5775969012286363,0.5488336206261184,0.2991170340338701,0.26622054119773164,0.3963256149001364,1
442,A,K,A,A,E,BI,C,J,AS,C,BC,A,A,A,B,D,B,C,C,0.35586850698201183,0.3415627445081608,0.2624929084702566,0.19379543048890305,0.4168440936829747,0.7980191024163117,0.5614986083094187,0.3878744294886384,0.3459022162487265,0.5009803756523452,0.3219312803566913,1
443,A,F,A,C,F,BI,A,AH,AD,F,LF,A,A,A,A,B,D,D,B,0.9035434086844796,0.6053409710199901,0.5562872827992293,0.6719235804842991,0.7852159117356143,0.35617735960877905,0.17265207087381773,0.7881228929838829,0.5821591428429019,0.36660873794216897,0.90142160819049,0
444,B,A,A,A,G,BI,A,S,BM,E,HK,A,A,A,A,B,D,D,B,0.5632866521980192,0.7070427746848901,0.7142086556587222,0.3146027424937293,0.7646310201082828,0.4860077814086431,0.6828352996940935,0.574812210528918,0.521783264911712,0.7466694566150883,0.5305324020537731,0
446,A,L,I,B,E,BI,A,E,Y,A,KW,B,A,A,B,B,D,D,B,0.9064793691228096,0.5136791868985768,0.8379027645789638,0.8572995936780777,0.2388682501098673,0.7342181264870307,0.2928624979448542,0.8102037717444613,0.6017826580071353,0.8087183523326233,0.9430594226898118,1
449,B,I,A,B,E,BI,C,C,BN,I,CR,A,B,A,A,B,D,D,B,0.31508457220957536,0.3450740732637454,0.2923259788960809,0.5850743155417595,0.8113244692521396,0.619910915736894,0.4551810080295372,0.3878298314651649,0.3715837927909016,0.27478789462658715,0.34735827685044945,0
450,B,I,A,A,G,BI,A,E,AT,E,MD,B,A,A,A,B,D,D,B,0.4934182167875678,0.39458396482355823,0.4918674059274862,0.2893625439656894,0.802359573221075,0.29318656433996393,0.4873152537195132,0.3802847890485509,0.6743127099608571,0.2671047702584305,0.4127762524037057,0
451,A,I,A,A,H,BI,A,K,A,C,HK,A,A,A,B,D,B,D,B,0.5450077923922804,0.8079896268293786,0.7966546266222687,0.2725136347136736,0.6794437799047397,0.7972031053377602,0.7399349531424044,0.4158478457418056,0.6567829088144274,0.5313649521465758,0.5042808112388771,1
454,B,M,D,C,G,BI,A,AN,AE,A,HK,A,A,A,A,B,D,D,B,0.4501774620707477,0.6171532003673705,0.645657563646806,0.5482827217918451,0.6683712354088743,0.6802864825723887,0.5598038294629074,0.6680518543215195,0.4321224473585642,0.2822817795012335,0.3662236459850708,0
455,A,M,F,A,F,BI,A,K,BH,A,AB,A,A,A,B,B,D,D,B,0.9196331770116792,0.5684133555412223,0.771342316394855,0.7789968776075771,0.6754599612282659,0.4207399830661809,0.5799101840956874,0.6902261975989447,0.6491485364952525,0.8112245980611402,0.5818809783567751,0
456,A,K,A,A,E,CI,A,B,AK,L,DJ,A,B,A,B,B,D,D,B,0.4692353442424192,0.3075194456891781,0.3436927534754367,0.5952146444537136,0.7947447187846335,0.7344844558136101,0.37067466262627935,0.3814567262025926,0.3630665086504676,0.3250846404116881,0.4008378139135221,0
457,A,I,G,A,E,N,A,J,I,A,HX,A,A,A,A,B,D,D,B,0.669571358247094,0.4692002303563117,0.47537058614979205,0.24429961929190724,0.4237579887229837,0.0799717300242877,0.08668354251453694,0.39797402026678347,0.3909556941547657,0.3007543129826708,0.5679845490999141,0
458,B,I,O,A,E,BI,A,E,BO,A,KF,B,A,A,A,B,D,D,B,0.4988751420481262,0.4255279910110881,0.499933724323733,0.6609839080445012,0.7907113547178486,0.7964524033857862,0.5579239372216362,0.7901079296424541,0.36223392969972,0.3566762779719868,0.5252184329086514,0
460,A,L,A,B,F,BI,A,J,I,A,MB,A,A,A,B,D,D,D,B,0.5175614967067098,0.4724739016665731,0.3970663374030631,0.6102338398706066,0.4885141904846231,0.12576355082178198,0.20801339897664284,0.750462691190577,0.38520830660341177,0.39926814225315016,0.5406392520957418,0
462,A,B,F,C,E,AB,A,AH,BM,A,CK,B,A,A,A,B,B,B,B,0.32091467007090685,0.21289701954492388,0.1675692116525146,0.25758246382467065,0.7960638463197225,0.7336944729682858,0.7353485695949122,0.32432706441086545,0.2623824024594976,0.2494643956684518,0.30351445014488904,0
463,A,B,A,A,F,BI,A,U,AX,A,HK,A,A,A,B,B,D,D,B,0.302056424537741,0.6967497493304972,0.7054474428887829,0.5630789347852416,0.7287201104330406,0.7328999565643346,0.5277537753093955,0.8110747665214014,0.5003508553903759,0.7742441308775614,0.4496245719847024,0
466,A,I,A,F,E,BI,C,L,AD,A,LM,A,A,A,A,D,D,D,B,0.657550298906131,0.8307819993227329,0.8830309032083754,0.8917699835745369,0.7269343696633117,0.5550735497898379,0.21050547255521995,0.9890071996803952,0.7871775495733334,0.7951326691337771,0.9824488173048364,0
468,A,I,A,B,E,BI,A,AK,BM,N,HE,A,B,A,B,D,D,D,B,0.5037344173230724,0.5105336085522436,0.4953194876774694,0.5820428661490682,0.4713845165859567,0.6206384096128297,0.4716361820999438,0.4608786047862794,0.40382755678220217,0.3508199181867042,0.4407480061241262,0
471,A,K,A,A,E,G,A,O,BC,N,DP,A,B,A,A,B,D,D,B,0.5379732517002475,0.35218076004126464,0.3528144616246427,0.5816166427352155,0.8109377824142975,0.5551744647075116,0.5224857486846165,0.5441038876464133,0.3688921462595616,0.3320186571789675,0.4107844077535793,0
472,A,G,F,B,G,BI,E,AG,AT,A,LO,A,A,A,B,D,B,D,B,0.5299315258342072,0.7023794455283555,0.7253520659734303,0.3362454663855457,0.2981237192614108,0.7941253838652486,0.524873589148708,0.4007806047086498,0.3851919500580702,0.5427694313139284,0.38104671554306296,0
473,A,F,C,A,E,AB,A,AI,I,A,HX,A,A,A,A,B,D,D,B,0.6505324380059285,0.4322093784418133,0.4753322446878813,0.2693268717071292,0.41310200978351,0.15110900533973073,0.13124173425206842,0.4793775912688234,0.3424677079782778,0.29358427106237994,0.5853463387874779,0
474,A,L,C,A,E,BI,C,AV,BJ,A,DJ,A,A,A,B,B,D,D,B,0.4729231398620157,0.29760580701721817,0.3858473488144571,0.29613263823895164,0.29856996857185736,0.7367142434491543,0.4826107161729245,0.3706288288455565,0.392408825223654,0.30038651564877883,0.3431550739483256,0
477,A,K,A,A,E,BI,C,AF,BN,I,LE,A,B,A,A,B,D,B,B,0.2456710620629409,0.3270013570888873,0.3780835408896429,0.0017114706385943368,0.2368058400008429,0.7696640981777031,0.5640073406561986,0.3937222478358139,0.5904671158388067,0.2691829076017961,0.3352494448018946,0
478,A,I,A,A,F,BI,A,V,BJ,A,DP,A,A,A,A,B,D,D,B,0.4670981145016326,0.3292578719636037,0.3438545733566449,0.2664825653809433,0.7877682003817345,0.2708802272376995,0.5147345680782607,0.3444135771641477,0.3702879743137971,0.5956099929599307,0.40765130717708864,0
479,A,J,A,A,J,BI,A,AH,AT,E,HB,A,B,A,A,B,D,D,B,0.43183109232762346,0.5704058371486477,0.4640420479499803,0.28366574731664584,0.2438686892044193,0.5567982282293669,0.9415867943521079,0.5406210123497235,0.7852563104116211,0.3685889218895549,0.5497373800668822,0
480,A,L,J,A,E,BI,E,C,AX,A,BL,B,A,A,B,D,B,D,C,0.7137129921758617,0.6815376739995834,0.7189144853603546,0.5861302558920578,0.27519178140344314,0.12090078215330555,0.1960024765382763,0.6121627829006954,0.3477382500566151,0.4864562916948764,0.30053546802474884,1
481,A,F,Q,D,I,BI,I,AH,AT,A,FQ,A,A,A,B,D,B,C,C,0.3872953480791112,0.9707237800272356,0.9328516128720096,0.3261532237932295,0.22526912622574705,0.6808216430203841,0.7362212666952035,0.4613287639434045,0.6918088942425792,0.6731587890010423,0.4051094377169161,1
482,A,F,I,B,H,BI,C,C,AO,A,HK,B,A,B,B,D,B,C,D,0.5058394805633067,0.7773741322253093,0.7121941254314957,0.6164054652949797,0.4813548049867873,0.7955474882447943,0.5949472327471476,0.3489261764764696,0.7123380369384602,0.4210570707458869,0.4336592578376281,1
486,A,I,C,A,F,AB,A,U,X,A,HX,A,A,A,A,B,D,D,B,0.4809765097664274,0.3871383252259983,0.4152730323440965,0.3327463513016288,0.2849571403314329,0.291485665792145,0.4272530250078555,0.3472609646230351,0.32539688081071505,0.2534917064343369,0.4226835606283187,0
487,B,J,A,A,F,BI,A,J,AX,C,HK,B,A,A,A,B,A,D,B,0.6232043616057084,0.6846620601485822,0.7021175906147789,0.5596383732514001,0.4163523035460409,0.6201747676081623,0.4718238066370061,0.6818755100482002,0.4596558601057476,0.2978796825025595,0.5285005226784288,0
489,A,K,A,A,G,BI,E,AW,AX,A,IE,A,A,A,B,B,D,D,B,0.489023269705746,0.7051606935431529,0.674880698495526,0.5804410084798389,0.7200851419942633,0.7943293259661074,0.5892855565877755,0.5823552393420024,0.5302970094218824,0.6349025378170001,0.4519514204482154,0
490,B,I,A,C,F,BI,A,I,AX,A,HK,A,A,A,B,B,D,D,B,0.5383222799580178,0.8100386960422515,0.7026957803748817,0.3364188027582966,0.6739237066746541,0.6787841837447485,0.7161509577588512,0.4324202227216361,0.5472796744543605,0.6052313935741436,0.38472395129632464,1
491,A,L,C,A,E,AB,C,U,AX,A,DJ,A,A,A,A,B,D,D,B,0.4629572015836915,0.3102027335036073,0.25812414141098605,0.34606188564553525,0.2900190329754116,0.7366538499066181,0.5271839040672253,0.3548044872433937,0.3544566727763762,0.6037352219068872,0.4437626159652597,0
492,B,I,C,A,E,BI,A,AO,AK,E,CR,A,B,A,A,B,D,D,B,0.35477694053357506,0.3818929998399942,0.40031154124141705,0.5903680925121865,0.34081555757503496,0.7355697627378405,0.5228907512813665,0.4002385447733,0.41088497892224535,0.32051809595532776,0.4032807014573546,0
494,A,F,A,B,E,BI,A,AS,AJ,A,HV,A,A,A,A,D,D,D,B,0.4930107800456341,0.451370465244351,0.4917254177961627,0.8022117375292653,0.7046489554078929,0.11643831153780584,0.2057697312592276,0.6529513993362462,0.5853098319791338,0.3613410831634207,0.5701949788928593,0
496,B,B,F,A,H,BI,A,AS,BM,A,BG,A,B,A,A,B,D,D,D,0.38511547220984793,0.2819188973983344,0.6977900585551678,0.6320980621835032,0.2922479559075649,0.7390929159939381,0.6866263349406916,0.2045216958442624,0.2840875956453738,0.6163161958253816,0.3888553236702637,0
497,A,F,A,A,G,BI,G,AH,K,A,IA,A,A,A,B,D,B,C,C,0.9400241207336544,0.9291917526411028,0.9917094757670126,0.2276302540725717,0.2221196719029508,0.5538380355925729,0.5272295066969648,0.9263213051254384,0.9826170770331776,0.6971963851804029,0.8337017385756461,1
500,A,M,Q,A,F,BU,A,AW,AX,A,MJ,B,A,A,B,B,D,D,B,0.4336401552767892,0.4738231097873863,0.6754049686178082,0.2201049266007762,0.6214005169693148,0.2322284193081373,0.2268345841271845,0.23607003274840999,0.395988989690572,0.5882710979863311,0.2626400974981488,0
502,B,K,A,A,E,BI,C,AA,BM,E,CR,A,B,A,B,B,D,D,B,0.34242170721470666,0.3266385830224977,0.3115841268037132,0.5809112043793794,0.2117660963022748,0.7356478276944866,0.5653706377663069,0.3780658268222999,0.4094091537395632,0.4427331120294446,0.30972760513570124,0
503,A,F,O,A,J,BI,G,J,K,A,FO,A,A,A,B,D,B,D,C,0.7272885573114637,0.924668871658064,0.9473715499944249,0.28422889406881485,0.3766830271647097,0.5546193716105091,0.5648022009866038,0.5384058743280532,0.9474161971721241,0.3360181787013395,0.524078223876052,1
